SessionID,LoggingTime,UID,RecNo,Hertz,Activity,MoveType,Wrist,Side,TimeStamp,DMRoll,DMPitch,DMYaw,DMRotX,DMRotY,DMRotZ,DMGrvX,DMGrvY,DMGrvZ,DMUAccelX,DMUAccelY,DMUAccelZ,DMQuatX,DMQuatY,DMQuatW,DMQuatZ,AccelroX,AceelroY,AceelroZ
20220120-1346,2022-01-20 13:46:15Z,u01, 1,40,movements,el-ex, rt, d,248468.1958875417, -0.0726259655398463, -0.14719786617525812, -0.00535720724669717, 0.018606513738632202, -0.017894167453050613, 0.007641366217285395, -0.07177744805812836, 0.14666688442230225, -0.9865783452987671, 0.0029145628213882446, 0.0004888176918029785, 0.00537717342376709, -0.07358074493468582, -0.03600975198543972, 0.9966390028869087,0.0,-0.0678863525390625,0.1495819091796875,-0.9869842529296875
20220120-1346,2022-01-20 13:46:15Z,u01, 2,40,movements,el-ex, rt, d,248468.22083354168, -0.07246644444757172, -0.1454305860934443, -0.005484218704879927, 0.03376343101263046, 0.3757275640964508, -0.21661503612995148, -0.07163871824741364, 0.14491848647594452, -0.9868467450141907, -0.13295109570026398, 0.020196810364723206, 0.023666203022003174, -0.07270234120620933, -0.03593034270142554, 0.9967062832423268,-0.00010126243893132658,-0.072265625,0.1487274169921875,-0.983673095703125
20220120-1346,2022-01-20 13:46:15Z,u01, 3,40,movements,el-ex, rt, d,248468.2457785417, -0.07113223527269327, -0.14449855713111495, -0.005651466171166712, 0.04981020838022232, -0.01334821805357933, 0.024783270433545113, -0.07033156603574753, 0.1439962238073349, -0.9870757460594177, -0.163722962141037, 0.03157132863998413, 0.0510711669921875, -0.07224071391152123, -0.03526185995376527, 0.996763703969828,-0.0002497353601466079,0.1417236328125,0.09771728515625,-1.037139892578125
20220120-1346,2022-01-20 13:46:15Z,u01, 4,40,movements,el-ex, rt, d,248468.27072354167, -0.07076303908442423, -0.14364267641459166, -0.005655745435010874, 0.028446892276406288, 0.01708751730620861, -0.0045441933907568455, -0.0699758231639862, 0.1431492120027542, -0.9872242212295532, 0.0009298324584960938, -0.007239237427711487, 0.0016742944717407227, -0.07181418453456802, -0.03508000062454528, 0.996800913034661,-0.00028038921913908776,-0.05987548828125,0.141845703125,-0.9828948974609375
20220120-1346,2022-01-20 13:46:15Z,u01, 5,40,movements,el-ex, rt, d,248468.2956695417, -0.07040675660008106, -0.14307306924134644, -0.0056788843525324845, 0.026509344577789307, 0.021170474588871002, 0.0002586175687611103, -0.06962981820106506, 0.14258545637130737, -0.9873302578926086, -0.0018423199653625488, -0.010734319686889648, 0.0013683438301086426, -0.07153064528720446, -0.03490312239702957, 0.9968274832784793,-0.00031477080511155275,-0.067535400390625,0.1338043212890625,-0.984527587890625
20220120-1346,2022-01-20 13:46:15Z,u01, 6,40,movements,el-ex, rt, d,248468.32061454168, -0.07065859678833315, -0.1425075007965631, -0.005798069661144238, 0.023063912987709045, 0.011191146448254585, -0.003315544221550226, -0.06988414376974106, 0.1420256346464157, -0.9873930215835571, 0.004362925887107849, -0.004498228430747986, 0.008007586002349854, -0.0712508849458665, -0.0350259086325759, 0.9968432216563952,-0.00037518857807694594,-0.07061767578125,0.13885498046875,-0.9847869873046875
20220120-1346,2022-01-20 13:46:15Z,u01, 7,40,movements,el-ex, rt, d,248468.34556054167, -0.07044852849331333, -0.14241605742385421, -0.005993844990675177, -0.006318877451121807, 0.015823181718587875, -0.009534558281302452, -0.06967763602733612, 0.14193512499332428, -0.9874206185340881, -0.0019623562693595886, -0.0032327771186828613, 0.009484827518463135, -0.07120868817175852, -0.03491448323587344, 0.996850073147767,-0.00048186707249092686,-0.0646209716796875,0.1360626220703125,-0.97747802734375
20220120-1346,2022-01-20 13:46:15Z,u01, 8,40,movements,el-ex, rt, d,248468.37050554168, -0.07001536933555617, -0.14244585713564473, -0.0062935370489175324, 0.004734206944704056, 0.01860971562564373, -0.010263664647936821, -0.06924962252378464, 0.1419646143913269, -0.9874464869499207, 0.0025229603052139282, 0.00392460823059082, -0.0018418431282043457, -0.07122863455561236, -0.03468783095929383, 0.996856454189996,-0.0006461409853006916,-0.0709381103515625,0.142486572265625,-0.9826202392578125
20220120-1346,2022-01-20 13:46:15Z,u01, 9,40,movements,el-ex, rt, d,248468.3954505417, -0.06963010524452637, -0.14208685531788418, -0.006440047872865773, 0.01908724755048752, 0.01008613407611847, -0.005650670267641544, -0.06887273490428925, 0.14160925149917603, -0.9875238537788391, 0.004160232841968536, -5.352497100830078e-05, -0.0011541247367858887, -0.07105209111553505, -0.034491602113623315, 0.9968759138537342,-0.0007391612970861217,-0.0642852783203125,0.145294189453125,-0.9898529052734375
20220120-1346,2022-01-20 13:46:15Z,u01, 10,40,movements,el-ex, rt, d,248468.42039654168, -0.06948452512554368, -0.14187016873655112, -0.0065120407542273336, -0.01114732213318348, -0.0041286880150437355, -0.0018124557100236416, -0.06873109936714172, 0.1413947343826294, -0.9875644445419312, 0.005605518817901611, -0.007651522755622864, -0.0016170144081115723, -0.07094527969246205, -0.0344171038617741, 0.9968859582216675,-0.0007839956565726669,-0.063446044921875,0.137542724609375,-0.98907470703125
20220120-1346,2022-01-20 13:46:15Z,u01, 11,40,movements,el-ex, rt, d,248468.4453415417, -0.06963240532179057, -0.14232136076345134, -0.006520630053525171, -0.009145822376012802, -0.0051569342613220215, 0.005734409671276808, -0.06887269020080566, 0.14184138178825378, -0.9874905347824097, 0.0021765530109405518, 0.00021788477897644043, -0.003857731819152832, -0.07117037431078965, -0.034489218848752994, 0.9968674107488695,-0.0007751460084055584,-0.063812255859375,0.136993408203125,-0.99029541015625
20220120-1346,2022-01-20 13:46:15Z,u01, 12,40,movements,el-ex, rt, d,248468.47028754168, -0.06959491585127661, -0.14262433671277538, -0.0064438795874343984, -0.0034244204871356487, -0.005719926208257675, 0.003391894046217203, -0.06883268058300018, 0.14214129745960236, -0.9874501824378967, 0.0009768828749656677, -0.0020809322595596313, 0.0003896951675415039, -0.07132003905994257, -0.03447239843734956, 0.9968574413126209,-0.000732933856595952,-0.0657958984375,0.1428375244140625,-0.989990234375
20220120-1346,2022-01-20 13:46:15Z,u01, 13,40,movements,el-ex, rt, d,248468.4952325417, -0.06952311636758902, -0.14237350413364383, -0.006375956294990988, -0.009425055235624313, -0.003849322907626629, 0.0037727258168160915, -0.06876425445079803, 0.14189299941062927, -0.987490713596344, 0.0009389743208885193, -0.0021378248929977417, 0.0012541413307189941, -0.07119382480277223, -0.03443974369680246, 0.9968675759554007,-0.0007060152709484901,-0.068206787109375,0.139923095703125,-0.9868621826171875
20220120-1346,2022-01-20 13:46:15Z,u01, 14,40,movements,el-ex, rt, d,248468.52017754168, -0.0694554213087913, -0.14239829903719828, -0.006244232649116174, -0.017049219459295273, -0.007086528465151787, 0.006780632305890322, -0.06869716197252274, 0.14191754162311554, -0.9874918460845947, -0.0009439289569854736, -0.001368895173072815, 0.0010569095611572266, -0.07120389043277014, -0.034410620580966805, 0.9968679430486859,-0.0006423374727356768,-0.067657470703125,0.138519287109375,-0.9861297607421875
20220120-1346,2022-01-20 13:46:15Z,u01, 15,40,movements,el-ex, rt, d,248468.54512354167, -0.06959962621774989, -0.1425706041821111, -0.006048413625837343, 0.0064221518114209175, -0.01637403666973114, 0.006412051152437925, -0.06883785873651505, 0.14208810031414032, -0.9874575138092041, 0.002660512924194336, 0.0005662590265274048, -0.0005948543548583984, -0.0712864433129144, -0.03448899648316205, 0.9968593650488332,-0.0005365923552904661,-0.0693817138671875,0.1410980224609375,-0.9871368408203125
20220120-1346,2022-01-20 13:46:15Z,u01, 16,40,movements,el-ex, rt, d,248468.57006854168, -0.0698460334735734, -0.14216754365050308, -0.005781876943100571, 0.01000097393989563, -0.01911349594593048, 0.011131571605801582, -0.06908516585826874, 0.14168912172317505, -0.9874975681304932, 0.0030604153871536255, -0.003917574882507324, 0.00014710426330566406, -0.07108100655144589, -0.03462239694075925, 0.9968693905393017,-0.0004020201830321479,-0.068115234375,0.1437835693359375,-0.9884796142578125
20220120-1346,2022-01-20 13:46:15Z,u01, 17,40,movements,el-ex, rt, d,248468.5950135417, -0.0700952819971091, -0.14180262466905338, -0.00551855165749839, 0.003925438039004803, -0.009164327755570412, 0.009507708251476288, -0.06933491677045822, 0.1413278728723526, -0.987531840801239, -0.0008097141981124878, -0.0031901150941848755, 0.00047129392623901367, -0.07089458561790135, -0.03475694031298595, 0.9968781526383694,-0.00026832547734600976,-0.0676727294921875,0.1357879638671875,-0.9869384765625
20220120-1346,2022-01-20 13:46:15Z,u01, 18,40,movements,el-ex, rt, d,248468.61995954168, -0.07016906947307096, -0.14182907071475365, -0.0053406758284276325, 0.0015085861086845398, -0.005772590637207031, 0.005127275828272104, -0.06940752267837524, 0.1413540542125702, -0.9875229597091675, 7.160007953643799e-05, 0.0015902221202850342, 0.00026404857635498047, -0.0709046863264516, -0.0347999578341652, 0.9968758968776057,-0.00017658434272777024,-0.0678863525390625,0.137542724609375,-0.986541748046875
20220120-1346,2022-01-20 13:46:15Z,u01, 19,40,movements,el-ex, rt, d,248468.6449045417, -0.07017507936798703, -0.14162501349306741, -0.005223159717771545, 0.010094217956066132, -0.011953255161643028, 0.0019938000477850437, -0.06941547244787216, 0.1411520391702652, -0.9875513315200806, 0.00015585869550704956, 0.001227647066116333, 0.0019251108169555664, -0.07080093512142796, -0.034807639680124576, 0.9968829797593175,-0.00012138570529551806,-0.068878173828125,0.14544677734375,-0.98614501953125
20220120-1346,2022-01-20 13:46:15Z,u01, 20,40,movements,el-ex, rt, d,248468.6698505417, -0.07019559187003477, -0.14114755337193932, -0.005062732648459976, 0.007661852054297924, -0.0020568817853927612, 0.0022335522808134556, -0.06944045424461365, 0.14067934453487396, -0.987617015838623, -0.0005668476223945618, -0.002129599452018738, 0.0006937980651855469, -0.0705601534057119, -0.034824734746634764, 0.9968995310500596,-4.9095311224545135e-05,-0.06683349609375,0.138671875,-0.9851837158203125
20220120-1346,2022-01-20 13:46:15Z,u01, 21,40,movements,el-ex, rt, d,248468.69479554167, -0.0702945952826495, -0.14102198393079515, -0.004972487573585831, -0.0026809656992554665, -0.014660091139376163, 0.003343224059790373, -0.06953947246074677, 0.1405550241470337, -0.9876277446746826, 0.001637876033782959, -0.004019439220428467, 0.002642393112182617, -0.07049599338341621, -0.034877578160526064, 0.9969022153327746,-2.831629824784354e-06,-0.069732666015625,0.138397216796875,-0.9856109619140625
20220120-1346,2022-01-20 13:46:15Z,u01, 22,40,movements,el-ex, rt, d,248468.71974054168, -0.07059235161560445, -0.14123849521026738, -0.004895043359165838, 0.007070931605994701, -0.013220520690083504, 0.003547621425241232, -0.06983139365911484, 0.14076939225196838, -0.9875766038894653, 0.0014415234327316284, 0.0014424771070480347, 0.000821232795715332, -0.07060255635446239, -0.03502819179450023, 0.9968893682066217,5.009511656284271e-05,-0.06781005859375,0.138641357421875,-0.9852142333984375
20220120-1346,2022-01-20 13:46:15Z,u01, 23,40,movements,el-ex, rt, d,248468.74468654167, -0.07084657937106711, -0.1409715686541258, -0.0046677178407573995, 0.0021987110376358032, -0.0185044314712286, 0.007964007556438446, -0.07008511573076248, 0.1405051052570343, -0.9875962734222412, 0.0034042298793792725, -0.002672523260116577, 0.002992391586303711, -0.07046550885440761, -0.03516357946638962, 0.9968942535110389,0.00016764163177562796,-0.068878173828125,0.14373779296875,-0.98602294921875
20220120-1346,2022-01-20 13:46:15Z,u01, 24,40,movements,el-ex, rt, d,248468.76963154168, -0.07123167123478452, -0.1409643498513285, -0.004527874697967947, -0.01161850057542324, -0.012301797047257423, 0.0043963040225207806, -0.07046549767255783, 0.14049796760082245, -0.9875702261924744, 0.0011906176805496216, -0.002741679549217224, 0.0013794302940368652, -0.07045940369186623, -0.03536047032681006, 0.996887719594625,0.0002507845418693866,-0.06622314453125,0.1359710693359375,-0.983856201171875
20220120-1346,2022-01-20 13:46:16Z,u01, 25,40,movements,el-ex, rt, d,248468.79457754167, -0.0715539397510248, -0.14129544252374887, -0.004350128918527618, -0.01131037250161171, -0.018072601407766342, 0.0050466484390199184, -0.0707804262638092, 0.1408257633447647, -0.9875010251998901, 0.002970397472381592, -0.0021387040615081787, -0.0005513429641723633, -0.070621237194259, -0.03552659024457082, 0.9968702647571167,0.00035666619319557613,-0.0681610107421875,0.1378936767578125,-0.9876251220703125
20220120-1346,2022-01-20 13:46:16Z,u01, 26,40,movements,el-ex, rt, d,248468.8195225417, -0.07180653937060605, -0.14128643464288443, -0.0042029429057872545, 0.01613343507051468, -0.015636473894119263, 0.0057810149155557156, -0.07102996110916138, 0.1408168524503708, -0.987484335899353, 0.0010684356093406677, 0.00997045636177063, 0.0015224218368530273, -0.07061407131054916, -0.035657709205138305, 0.9968661500514034,0.00043878554633153266,-0.069976806640625,0.1409454345703125,-0.9893035888671875
20220120-1346,2022-01-20 13:46:16Z,u01, 27,40,movements,el-ex, rt, d,248468.84446754167, -0.07216388635098561, -0.14057290754066706, -0.0040135392132516845, 0.02195846661925316, -0.024709530174732208, 0.007232504431158304, -0.0713900551199913, 0.14011038839817047, -0.987558901309967, 0.0006198212504386902, 0.0037951767444610596, 0.003901064395904541, -0.07025495202126002, -0.03584412823396321, 0.9968848166917887,0.0005329183713402852,-0.0686187744140625,0.1483917236328125,-0.984344482421875
20220120-1346,2022-01-20 13:46:16Z,u01, 28,40,movements,el-ex, rt, d,248468.8694135417, -0.07261194930096516, -0.14020787091280665, -0.0037706084475286664, -0.0061074551194906235, -0.022801775485277176, 0.008434789255261421, -0.07183624058961868, 0.1397489458322525, -0.9875777363777161, 0.0030954256653785706, -0.006570294499397278, 1.3649463653564453e-05, -0.07006850110104726, -0.03607680148189598, 0.996889477470476,0.0006631107723140683,-0.069000244140625,0.139495849609375,-0.982452392578125
20220120-1346,2022-01-20 13:46:16Z,u01, 29,40,movements,el-ex, rt, d,248468.89435854167, -0.07321021949933558, -0.14057255258745519, -0.0036052474983179735, -0.0011428906582295895, -0.025888845324516296, 0.0034576733596622944, -0.07242333143949509, 0.140110045671463, -0.9874836802482605, 0.0014547258615493774, -0.0025826245546340942, -0.002338707447052002, -0.07024706633509456, -0.03638000481039197, 0.996865731804381,0.0007731732523159063,-0.06866455078125,0.13330078125,-0.990447998046875
20220120-1346,2022-01-20 13:46:16Z,u01, 30,40,movements,el-ex, rt, d,248468.91930354168, -0.07370798259531851, -0.14084507269987517, -0.003398619521077756, 0.008626083843410015, -0.024944022297859192, 0.013882815837860107, -0.07291204482316971, 0.1403798758983612, -0.9874094128608704, 0.00020393729209899902, -0.008498206734657288, 0.006986439228057861, -0.07037891229603233, -0.036634776252850235, 0.9968470634205779,0.0008986696723118359,-0.072174072265625,0.141448974609375,-0.9856414794921875
20220120-1346,2022-01-20 13:46:16Z,u01, 31,40,movements,el-ex, rt, d,248468.94424954167, -0.07387374127177725, -0.14085217773290687, -0.0030412375651644565, -0.008901843801140785, 0.00012311525642871857, 0.010337751358747482, -0.07307563722133636, 0.1403869092464447, -0.9873962998390198, -0.0047288984060287476, -0.0073913633823394775, 0.008865416049957275, -0.07037581693618543, -0.03672995513976661, 0.9968435926386132,0.0010827608809939049,-0.0734710693359375,0.1284027099609375,-0.978851318359375
20220120-1346,2022-01-20 13:46:16Z,u01, 32,40,movements,el-ex, rt, d,248468.96919454169, -0.0735758069707905, -0.14065602017456902, -0.0028408455827683646, 0.004836938343942165, 0.0007104743272066116, 0.004823009017854929, -0.07278347760438919, 0.1401926875114441, -0.9874454736709595, -0.004105530679225922, 0.021840333938598633, 0.0034672021865844727, -0.07027454045138974, -0.036588900513717, 0.9968558562409325,0.0011685491072885856,-0.0792694091796875,0.1417694091796875,-0.981109619140625
20220120-1346,2022-01-20 13:46:16Z,u01, 33,40,movements,el-ex, rt, d,248468.99414054168, -0.07383990865305662, -0.1401934889214454, -0.00260605736974315, 0.027458760887384415, -0.01922754757106304, 0.014277497306466103, -0.07304903864860535, 0.13973471522331238, -0.9874907732009888, -0.007669925689697266, 0.01621006429195404, 0.0073882341384887695, -0.07003954006906815, -0.03672968639892034, 0.9968670244446498,0.0012863171600125956,-0.0764617919921875,0.162841796875,-0.982269287109375
20220120-1346,2022-01-20 13:46:16Z,u01, 34,40,movements,el-ex, rt, d,248469.0190855417, -0.07447333178628177, -0.13930606630591671, -0.0021287286838082282, 0.004368055611848831, -0.02473290078341961, 0.010827839374542236, -0.0736837238073349, 0.1388559341430664, -0.9875676035881042, -0.0038614124059677124, -0.013352453708648682, -0.000667870044708252, -0.06958796336066977, -0.03706374153014828, 0.9968859726946009,0.0015299018280960364,-0.0802764892578125,0.1502838134765625,-0.9844207763671875
20220120-1346,2022-01-20 13:46:16Z,u01, 35,40,movements,el-ex, rt, d,248469.04403054167, -0.07509506009247033, -0.13988688529188245, -0.001765391409028382, -0.013360608369112015, -0.01631304994225502, 0.014362920075654984, -0.0742916464805603, 0.13943110406398773, -0.9874410033226013, 0.0006832703948020935, -0.015209361910820007, -0.0019083619117736816, -0.06987019494026181, -0.037385263292953316, 0.9968538183918518,0.0017435282103021588,-0.0765838623046875,0.1235198974609375,-0.9902191162109375
20220120-1346,2022-01-20 13:46:16Z,u01, 36,40,movements,el-ex, rt, d,248469.0689765417, -0.07567695462209467, -0.14138422389043312, -0.0014325923600467085, 8.019991219043732e-05, -0.014606828801333904, 0.014193208888173103, -0.07485035061836243, 0.14091366529464722, -0.9871883392333984, 0.0037139132618904114, 0.002930879592895508, 0.0043392181396484375, -0.07060969157261038, -0.037684391745652794, 0.9967901322517322,0.0019580196060413058,-0.07061767578125,0.1308135986328125,-0.986236572265625
20220120-1346,2022-01-20 13:46:16Z,u01, 37,40,movements,el-ex, rt, d,248469.09392154167, -0.07617722587090005, -0.14133244839084635, -0.001299666818606552, 0.014851689338684082, -0.01647184044122696, 0.004954969044774771, -0.0753447562456131, 0.14086240530014038, -0.9871580004692078, 0.00045464932918548584, 0.0007390975952148438, 0.004568278789520264, -0.07058088185239927, -0.03793850665606399, 0.996782255069362,0.0020409466431882684,-0.072601318359375,0.1443939208984375,-0.983612060546875
20220120-1346,2022-01-20 13:46:16Z,u01, 38,40,movements,el-ex, rt, d,248469.1188675417, -0.07634623329722316, -0.14002096565109823, -0.0011747832450196534, 0.01053087692707777, 0.002020949497818947, -0.0009907376952469349, -0.07552561908960342, 0.13956387341022491, -0.9873286485671997, -0.004705063998699188, -0.002234846353530884, 0.002953648567199707, -0.06992468524610229, -0.03802928420912301, 0.9968250583721332,0.0020841600854902276,-0.0775604248046875,0.13824462890625,-0.984588623046875
20220120-1346,2022-01-20 13:46:16Z,u01, 39,40,movements,el-ex, rt, d,248469.14381254168, -0.07622623087386796, -0.1397624274536824, -0.0011274044110222586, 0.0013499287888407707, 0.0001450851559638977, 0.0032400269992649555, -0.07540988177061081, 0.13930785655975342, -0.9873736500740051, -0.0066213458776474, 0.00011163949966430664, 0.0054399967193603516, -0.06979505980018652, -0.037971551274350826, 0.996836195480506,0.002098660950299369,-0.0796051025390625,0.136688232421875,-0.985595703125
20220120-1346,2022-01-20 13:46:16Z,u01, 40,40,movements,el-ex, rt, d,248469.168758, -0.07605210624677852, -0.13988374454603014, -0.0011027698790974886, 0.005533021874725819, -0.0014931568875908852, -0.003957565873861313, -0.07523667067289352, 0.13942798972129822, -0.9873698949813843, -0.004719361662864685, 0.0015936791896820068, 0.0010112524032592773, -0.06985524140385647, -0.037885429124091194, 0.9968352492899373,0.002107165432589153,-0.0854034423828125,0.1428680419921875,-0.98480224609375
20220120-1346,2022-01-20 13:46:16Z,u01, 41,40,movements,el-ex, rt, d,248469.193704, -0.07617252046427722, -0.1398005481185841, -0.0012016869250636541, -0.0035534175112843513, 0.006038527935743332, 0.0011138920672237873, -0.07535644620656967, 0.13934561610221863, -0.9873723983764648, -0.0024938657879829407, -0.010073214769363403, 0.0022192001342773438, -0.06981552102074853, -0.03794212425452713, 0.9968360249574122,0.002060487127066024,-0.078094482421875,0.1371612548828125,-0.98651123046875
20220120-1346,2022-01-20 13:46:16Z,u01, 42,40,movements,el-ex, rt, d,248469.21864900002, -0.07633889116350895, -0.14002351128149315, -0.0012019427008344945, -0.011970903724431992, -0.0018836436793208122, 0.0019114422611892223, -0.07551833987236023, 0.13956639170646667, -0.987328827381134, 0.003741025924682617, -0.0015659630298614502, 0.007455170154571533, -0.06992648203914836, -0.038024673246157215, 0.9968250798981493,0.002070415705238693,-0.078155517578125,0.131011962890625,-0.982635498046875
20220120-1346,2022-01-20 13:46:16Z,u01, 43,40,movements,el-ex, rt, d,248469.243595, -0.07676179271934296, -0.14058517590693836, -0.001316527642531265, -0.016143079847097397, -0.005880914628505707, -0.005177759565412998, -0.07592985779047012, 0.14012254774570465, -0.9872184991836548, 0.001512765884399414, 0.0016162991523742676, 0.009420037269592285, -0.07020817318145176, -0.038230508797994736, 0.9967973957271761,0.002038854513272681,-0.072967529296875,0.14068603515625,-0.9790191650390625
20220120-1346,2022-01-20 13:46:16Z,u01, 44,40,movements,el-ex, rt, d,248469.26854000002, -0.07699615092049927, -0.14069501297256023, -0.0015455162292789936, -0.012210322543978691, -0.00047163479030132294, -0.007756897713989019, -0.07616002857685089, 0.14023129642009735, -0.9871852993965149, 0.0013004392385482788, 0.0038116127252578735, 0.004534542560577393, -0.07026706718016525, -0.038339083547725174, 0.9967892653122593,0.001935065931593316,-0.0750732421875,0.14324951171875,-0.9793853759765625
20220120-1346,2022-01-20 13:46:16Z,u01, 45,40,movements,el-ex, rt, d,248469.293485, -0.0770126390806193, -0.14059407750137806, -0.001664019522701216, -0.0023225704208016396, 0.0018196813762187958, -0.006159067153930664, -0.07617739588022232, 0.14013135433197021, -0.9871981739997864, 0.0029657483100891113, 0.0016074776649475098, 0.004135429859161377, -0.0702190095045745, -0.03834331156709369, 0.9967927207647225,0.0018746419823265636,-0.0733184814453125,0.1448974609375,-0.983001708984375
20220120-1346,2022-01-20 13:46:16Z,u01, 46,40,movements,el-ex, rt, d,248469.31843100002, -0.07697567075519962, -0.14087165261356818, -0.0017823743142587048, -0.012899115681648254, -0.002942982129752636, -0.0036305291578173637, -0.07613790780305862, 0.14040619134902954, -0.987162172794342, 0.00040856003761291504, 0.0024465471506118774, 0.002878725528717041, -0.07035965955466668, -0.038320235949930816, 0.9967837014417927,0.001819692852841337,-0.0738372802734375,0.1390838623046875,-0.98284912109375
20220120-1346,2022-01-20 13:46:16Z,u01, 47,40,movements,el-ex, rt, d,248469.343376, -0.07703066178306496, -0.14130091249090035, -0.0019045840737563137, -0.009928092360496521, -0.0040521882474422455, -0.0012291567400097847, -0.07618754357099533, 0.14083118736743927, -0.9870977997779846, -0.0017238110303878784, 0.0045545101165771484, -0.0014428496360778809, -0.07057588464569478, -0.03834255486774693, 0.9967677137199128,0.001768977001076144,-0.0762786865234375,0.1421356201171875,-0.985870361328125
