SessionID,LoggingTime,UID,RecNo,Hertz,Activity,MoveType,Wrist,Side,TimeStamp,DMRoll,DMPitch,DMYaw,DMRotX,DMRotY,DMRotZ,DMGrvX,DMGrvY,DMGrvZ,DMUAccelX,DMUAccelY,DMUAccelZ,DMQuatX,DMQuatY,DMQuatW,DMQuatZ,AccelroX,AceelroY,AceelroZ
20220117-1839,2022-01-17 18:40:00Z,u01, 1,40,movements,el-ex, rt, d,191929.28666325, 3.0393614431024343, -0.8626564254961475, 3.0945104987174337, -0.18648400902748108, -0.8831711411476135, 0.7115249037742615, 0.06637764722108841, 0.7595730423927307, 0.6470258831977844, -0.03534127026796341, -0.005941510200500488, -0.08327490091323853, -0.9074761427259228, 5.551115123125783e-17, 0.41850854404136933,0.0365726664938634,0.031036376953125,0.753631591796875,0.563751220703125
20220117-1839,2022-01-17 18:40:00Z,u01, 2,40,movements,el-ex, rt, d,191929.31161025, 3.001064096870786, -0.8608236094004239, 3.069130792552559, 0.1725265085697174, -0.6979678869247437, 0.6390082240104675, 0.09129711985588074, 0.7583796381950378, 0.6453872323036194, 0.029460951685905457, 0.12647747993469238, 0.18086063861846924, -0.9070175974420254, 0.0035639307319743074, 0.41825355967869904,0.048684758050025895,0.090576171875,0.8817596435546875,0.837127685546875
20220117-1839,2022-01-17 18:40:00Z,u01, 3,40,movements,el-ex, rt, d,191929.33655725, 2.9633024359864133, -0.8634806966039997, 3.043467034919366, 0.17790590226650238, -1.375797152519226, 1.08261239528656, 0.11523941159248352, 0.7601088881492615, 0.639495313167572, 0.3912303149700165, 0.0109330415725708, -0.010650277137756348, -0.9053708832822065, 0.007157262376600193, 0.42025448822477396,0.06031984722337955,0.5064697265625,0.7710418701171875,0.62884521484375
20220117-1839,2022-01-17 18:40:00Z,u01, 4,40,movements,el-ex, rt, d,191929.36150325002, 2.9221049909249817, -0.8634207666442775, 3.0173506756703548, 0.12139685451984406, -0.8541860580444336, 0.6498181819915771, 0.14148971438407898, 0.7600699663162231, 0.6342511773109436, -0.045115187764167786, -0.018355250358581543, -0.15927571058273315, -0.9038912280668554, 0.010306963854123108, 0.4212809584213548,0.07346318883886083,0.1202850341796875,0.7454071044921875,0.4927520751953125
20220117-1839,2022-01-17 18:40:00Z,u01, 5,40,movements,el-ex, rt, d,191929.38645025002, 2.882307450887016, -0.8642948076759632, 2.9915708821082454, 0.2989059388637543, -0.7183745503425598, 0.636348307132721, 0.16644220054149628, 0.760637640953064, 0.6274768710136414, -0.04130488634109497, 0.05993431806564331, -0.008580565452575684, -0.9019736833527088, 0.013487165669102075, 0.4229368795043005,0.08594139523158723,0.1251373291015625,0.8205718994140625,0.618896484375
20220117-1839,2022-01-17 18:40:00Z,u01, 6,40,movements,el-ex, rt, d,191929.41139725002, 2.8457640458643745, -0.8697904138269462, 2.9643111189598583, 0.3726325035095215, -0.5645421147346497, 0.6033635139465332, 0.18803459405899048, 0.7641937732696533, 0.6169689297676086, 0.05012457072734833, 0.04423213005065918, 0.24022382497787476, -0.8989861633644305, 0.01755987129156683, 0.42691079202792287,0.09624263415441592,0.2172088623046875,0.80987548828125,0.87249755859375
20220117-1839,2022-01-17 18:40:00Z,u01, 7,40,movements,el-ex, rt, d,191929.43634425002, 2.8118685762423303, -0.8701661453525934, 2.938930713947023, 0.07844645529985428, -0.6308754682540894, 0.6218035221099854, 0.20874197781085968, 0.7644360661506653, 0.6099703311920166, 0.07778753340244293, 0.047514498233795166, 0.0747828483581543, -0.8969478816755061, 0.02167163623118651, 0.4286930482652881,0.10600449367152137,0.286529541015625,0.81195068359375,0.68475341796875
20220117-1839,2022-01-17 18:40:00Z,u01, 8,40,movements,el-ex, rt, d,191929.46129125002, 2.778475978316494, -0.8649540530896888, 2.9170552765351685, -0.04785748943686485, -0.6811723113059998, 0.5680179595947266, 0.23040248453617096, 0.7610654830932617, 0.6063777208328247, -0.03699734807014465, 0.006085395812988281, -0.13114291429519653, -0.8958635937806857, 0.02484513700421831, 0.42800345838090503,0.11672249848328181,0.204681396484375,0.7709197998046875,0.4871978759765625
20220117-1839,2022-01-17 18:40:00Z,u01, 9,40,movements,el-ex, rt, d,191929.48623725, 2.747174886936542, -0.8604897268283369, 2.8970788153261537, 0.16255147755146027, -0.5652956962585449, 0.53342205286026, 0.2505699694156647, 0.7581619620323181, 0.602000892162323, -0.07883226871490479, 0.036409080028533936, 0.014133632183074951, -0.8945613007190689, 0.027577519123864802, 0.42767296851612613,0.12686757333068793,0.1717376708984375,0.7945709228515625,0.6161346435546875
20220117-1839,2022-01-17 18:40:00Z,u01, 10,40,movements,el-ex, rt, d,191929.51118425, 2.7186891012175023, -0.8606029929173582, 2.875847111090912, 0.210316002368927, -0.46155983209609985, 0.4812990427017212, 0.2675792872905731, 0.7582358121871948, 0.5945417881011963, 0.008894771337509155, 0.05212807655334473, 0.17357033491134644, -0.8923638817203492, 0.0309448698586845, 0.42952934733586734,0.13503225531791124,0.250030517578125,0.7958831787109375,0.789703369140625
